"","confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"2255",4377,40.51,"2020-05-05 10:23:43.073",2.99,131,"51.57","남성",553,"null"
"2256",140,1.3,"2020-05-04 10:12:30.593",0,0,"0.00","0-9",541,"null"
"2257",591,5.47,"2020-05-04 10:12:30.593",0,0,"0.00","10-19",540,"null"
"2258",2964,27.44,"2020-05-04 10:12:30.593",0,0,"0.00","20-29",539,"null"
"2259",1164,10.78,"2020-05-04 10:12:30.593",0.17,2,"0.79","30-39",538,"null"
"2260",1435,13.29,"2020-05-04 10:12:30.593",0.21,3,"1.19","40-49",537,"null"
"2261",1956,18.11,"2020-05-04 10:12:30.593",0.77,15,"5.95","50-59",536,"null"
"2262",1353,12.53,"2020-05-04 10:12:30.593",2.66,36,"14.29","60-69",535,"null"
"2263",710,6.57,"2020-05-04 10:12:30.592",10.7,76,"30.16","70-79",534,"null"
"2264",488,4.52,"2020-05-04 10:12:30.592",24.59,120,"47.62","80 이상",533,"null"
"2265",6426,59.49,"2020-05-04 10:12:30.592",1.88,121,"48.02","여성",532,"null"
"2266",4375,40.51,"2020-05-04 10:12:30.592",2.99,131,"51.98","남성",531,"null"
"2267",140,1.3,"2020-05-03 10:56:10.67",0,0,"0.00","0-9",519,"null"
"2268",591,5.48,"2020-05-03 10:56:10.669",0,0,"0.00","10-19",518,"null"
"2269",2962,27.44,"2020-05-03 10:56:10.669",0,0,"0.00","20-29",517,"null"
"2270",1163,10.78,"2020-05-03 10:56:10.669",0.17,2,"0.80","30-39",516,"null"
"2271",1432,13.27,"2020-05-03 10:56:10.669",0.21,3,"1.20","40-49",515,"null"
"2272",1956,18.12,"2020-05-03 10:56:10.669",0.77,15,"6.00","50-59",514,"null"
"2273",1351,12.52,"2020-05-03 10:56:10.669",2.59,35,"14.00","60-69",513,"null"
"2274",710,6.58,"2020-05-03 10:56:10.669",10.56,75,"30.00","70-79",512,"null"
"2275",488,4.52,"2020-05-03 10:56:10.669",24.59,120,"48.00","80 이상",511,"null"
"2276",6424,59.52,"2020-05-03 10:56:10.669",1.87,120,"48.00","여성",510,"null"
"2277",4369,40.48,"2020-05-03 10:56:10.668",2.98,130,"52.00","남성",509,"null"
"2278",140,1.3,"2020-05-02 10:23:30.937",0,0,"0.00","0-9",497,"null"
"2279",590,5.47,"2020-05-02 10:23:30.937",0,0,"0.00","10-19",496,"null"
"2280",2960,27.46,"2020-05-02 10:23:30.937",0,0,"0.00","20-29",495,"null"
"2281",1160,10.76,"2020-05-02 10:23:30.937",0.17,2,"0.80","30-39",494,"null"
"2282",1430,13.27,"2020-05-02 10:23:30.937",0.21,3,"1.20","40-49",493,"null"
"2283",1956,18.14,"2020-05-02 10:23:30.937",0.77,15,"6.00","50-59",492,"null"
"2284",1349,12.51,"2020-05-02 10:23:30.937",2.59,35,"14.00","60-69",491,"null"
"2285",709,6.58,"2020-05-02 10:23:30.937",10.58,75,"30.00","70-79",490,"null"
"2286",486,4.51,"2020-05-02 10:23:30.936",24.69,120,"48.00","80 이상",489,"null"
"2287",6418,59.54,"2020-05-02 10:23:30.936",1.87,120,"48.00","여성",488,"null"
"2288",4362,40.46,"2020-05-02 10:23:30.936",2.98,130,"52.00","남성",487,"null"
"2289",140,1.3,"2020-05-01 10:28:04.605",0,0,"0.00","0-9",475,"null"
"2290",590,5.48,"2020-05-01 10:28:04.605",0,0,"0.00","10-19",474,"null"
"2291",2957,27.45,"2020-05-01 10:28:04.605",0,0,"0.00","20-29",473,"null"
"2292",1159,10.76,"2020-05-01 10:28:04.605",0.17,2,"0.81","30-39",472,"null"
"2293",1429,13.26,"2020-05-01 10:28:04.604",0.21,3,"1.21","40-49",471,"null"
"2294",1956,18.15,"2020-05-01 10:28:04.604",0.77,15,"6.05","50-59",470,"null"
"2295",1348,12.51,"2020-05-01 10:28:04.604",2.6,35,"14.11","60-69",469,"null"
"2296",709,6.58,"2020-05-01 10:28:04.604",10.58,75,"30.24","70-79",468,"null"
"2297",486,4.51,"2020-05-01 10:28:04.604",24.28,118,"47.58","80 이상",467,"null"
"2298",6418,59.57,"2020-05-01 10:28:04.604",1.84,118,"47.58","여성",466,"null"
"2299",4356,40.43,"2020-05-01 10:28:04.604",2.98,130,"52.42","남성",465,"null"
"2300",140,1.3,"2020-04-30 10:14:04.19",0,0,"0.00","0-9",453,"null"
"2301",590,5.48,"2020-04-30 10:14:04.189",0,0,"0.00","10-19",452,"null"
"2302",2952,27.42,"2020-04-30 10:14:04.189",0,0,"0.00","20-29",451,"null"
"2303",1158,10.76,"2020-04-30 10:14:04.189",0.17,2,"0.81","30-39",450,"null"
"2304",1427,13.26,"2020-04-30 10:14:04.189",0.21,3,"1.21","40-49",449,"null"
"2305",1956,18.17,"2020-04-30 10:14:04.189",0.77,15,"6.07","50-59",448,"null"
"2306",1348,12.52,"2020-04-30 10:14:04.189",2.6,35,"14.17","60-69",447,"null"
"2307",709,6.59,"2020-04-30 10:14:04.189",10.44,74,"29.96","70-79",446,"null"
"2308",485,4.51,"2020-04-30 10:14:04.189",24.33,118,"47.77","80 이상",445,"null"
"2309",6413,59.57,"2020-04-30 10:14:04.189",1.82,117,"47.37","여성",444,"null"
"2310",4352,40.43,"2020-04-30 10:14:04.188",2.99,130,"52.63","남성",443,"null"
"2311",140,1.3,"2020-04-29 10:27:13.132",0,0,"0.00","0-9",431,"null"
"2312",590,5.48,"2020-04-29 10:27:13.132",0,0,"0.00","10-19",430,"null"
"2313",2951,27.42,"2020-04-29 10:27:13.132",0,0,"0.00","20-29",429,"null"
"2314",1156,10.74,"2020-04-29 10:27:13.131",0.17,2,"0.81","30-39",428,"null"
"2315",1426,13.25,"2020-04-29 10:27:13.131",0.21,3,"1.22","40-49",427,"null"
"2316",1956,18.18,"2020-04-29 10:27:13.131",0.77,15,"6.10","50-59",426,"null"
"2317",1348,12.53,"2020-04-29 10:27:13.131",2.6,35,"14.23","60-69",425,"null"
"2318",709,6.59,"2020-04-29 10:27:13.131",10.3,73,"29.67","70-79",424,"null"
"2319",485,4.51,"2020-04-29 10:27:13.131",24.33,118,"47.97","80 이상",423,"null"
"2320",6413,59.59,"2020-04-29 10:27:13.131",1.82,117,"47.56","여성",422,"null"
"2321",4348,40.41,"2020-04-29 10:27:13.131",2.97,129,"52.44","남성",421,"null"
"2322",140,1.3,"2020-04-28 10:24:17.933",0,0,"0.00","0-9",409,"null"
"2323",590,5.49,"2020-04-28 10:24:17.933",0,0,"0.00","10-19",408,"null"
"2324",2948,27.42,"2020-04-28 10:24:17.933",0,0,"0.00","20-29",407,"null"
"2325",1154,10.73,"2020-04-28 10:24:17.933",0.17,2,"0.82","30-39",406,"null"
"2326",1423,13.23,"2020-04-28 10:24:17.932",0.21,3,"1.23","40-49",405,"null"
"2327",1955,18.18,"2020-04-28 10:24:17.932",0.77,15,"6.15","50-59",404,"null"
"2328",1348,12.54,"2020-04-28 10:24:17.932",2.6,35,"14.34","60-69",403,"null"
"2329",709,6.59,"2020-04-28 10:24:17.932",10.3,73,"29.92","70-79",402,"null"
"2330",485,4.51,"2020-04-28 10:24:17.932",23.92,116,"47.54","80 이상",401,"null"
"2331",6408,59.6,"2020-04-28 10:24:17.932",1.81,116,"47.54","여성",400,"null"
"2332",4344,40.4,"2020-04-28 10:24:17.932",2.95,128,"52.46","남성",399,"null"
"2333",140,1.3,"2020-04-27 10:14:06.06",0,0,"0.00","0-9",387,""
"2334",588,5.48,"2020-04-27 10:14:06.06",0,0,"0.00","10-19",386,""
"2335",2943,27.41,"2020-04-27 10:14:06.06",0,0,"0.00","20-29",385,""
"2336",1152,10.73,"2020-04-27 10:14:06.06",0.17,2,"0.82","30-39",384,""
"2337",1422,13.24,"2020-04-27 10:14:06.06",0.21,3,"1.23","40-49",383,""
"2338",1953,18.19,"2020-04-27 10:14:06.06",0.77,15,"6.17","50-59",382,""
"2339",1347,12.54,"2020-04-27 10:14:06.06",2.6,35,"14.40","60-69",381,""
"2340",708,6.59,"2020-04-27 10:14:06.06",10.17,72,"29.63","70-79",380,""
"2341",485,4.52,"2020-04-27 10:14:06.06",23.92,116,"47.74","80 이상",379,""
"2342",6401,59.61,"2020-04-27 10:14:06.06",1.81,116,"47.74","여성",378,""
"2343",4337,40.39,"2020-04-27 10:14:06.06",2.93,127,"52.26","남성",377,""
"2344",141,1.31,"2020-04-26 10:14:44.44",0,0,"0.00","0-9",365,""
"2345",586,5.46,"2020-04-26 10:14:44.44",0,0,"0.00","10-19",364,""
"2346",2940,27.4,"2020-04-26 10:14:44.44",0,0,"0.00","20-29",363,""
"2347",1147,10.69,"2020-04-26 10:14:44.44",0.17,2,"0.83","30-39",362,""
"2348",1421,13.25,"2020-04-26 10:14:44.44",0.21,3,"1.24","40-49",361,""
"2349",1953,18.2,"2020-04-26 10:14:44.44",0.77,15,"6.20","50-59",360,""
"2350",1347,12.56,"2020-04-26 10:14:44.44",2.6,35,"14.46","60-69",359,""
"2351",708,6.6,"2020-04-26 10:14:44.44",10.17,72,"29.75","70-79",358,""
"2352",485,4.52,"2020-04-26 10:14:44.44",23.71,115,"47.52","80 이상",357,""
"2353",6395,59.61,"2020-04-26 10:14:44.44",1.8,115,"47.52","여성",356,""
"2354",4333,40.39,"2020-04-26 10:14:44.44",2.93,127,"52.48","남성",355,""
"2355",139,1.3,"2020-04-25 10:40:12.12",0,0,"0.00","0-9",343,""
"2356",586,5.47,"2020-04-25 10:40:12.12",0,0,"0.00","10-19",342,""
"2357",2937,27.4,"2020-04-25 10:40:12.12",0,0,"0.00","20-29",341,""
"2358",1143,10.66,"2020-04-25 10:40:12.12",0.17,2,"0.83","30-39",340,""
"2359",1420,13.25,"2020-04-25 10:40:12.12",0.21,3,"1.25","40-49",339,""
"2360",1953,18.22,"2020-04-25 10:40:12.12",0.77,15,"6.25","50-59",338,""
"2361",1347,12.57,"2020-04-25 10:40:12.12",2.6,35,"14.58","60-69",337,""
"2362",708,6.61,"2020-04-25 10:40:12.12",10.03,71,"29.58","70-79",336,""
"2363",485,4.53,"2020-04-25 10:40:12.12",23.51,114,"47.50","80 이상",335,""
"2364",6391,59.63,"2020-04-25 10:40:12.12",1.77,113,"47.08","여성",334,""
"2365",4327,40.37,"2020-04-25 10:40:12.12",2.94,127,"52.92","남성",333,""
"2366",138,1.29,"2020-04-24 10:12:54.54",0,0,"0.00","0-9",321,""
"2367",585,5.46,"2020-04-24 10:12:54.54",0,0,"0.00","10-19",320,""
"2368",2934,27.4,"2020-04-24 10:12:54.54",0,0,"0.00","20-29",319,""
"2369",1142,10.66,"2020-04-24 10:12:54.54",0.18,2,"0.83","30-39",318,""
"2370",1418,13.24,"2020-04-24 10:12:54.54",0.21,3,"1.25","40-49",317,""
"2371",1953,18.24,"2020-04-24 10:12:54.54",0.77,15,"6.25","50-59",316,""
"2372",1345,12.56,"2020-04-24 10:12:54.54",2.6,35,"14.58","60-69",315,""
"2373",708,6.61,"2020-04-24 10:12:54.54",10.03,71,"29.58","70-79",314,""
"2374",485,4.53,"2020-04-24 10:12:54.54",23.51,114,"47.50","80 이상",313,""
"2375",6385,59.63,"2020-04-24 10:12:54.54",1.77,113,"47.08","여성",312,""
"2376",4323,40.37,"2020-04-24 10:12:54.54",2.94,127,"52.92","남성",311,""
"2377",138,1.29,"2020-04-23 10:12:14.14",0,0,"0.00","0-9",299,""
"2378",584,5.46,"2020-04-23 10:12:14.14",0,0,"0.00","10-19",298,""
"2379",2933,27.41,"2020-04-23 10:12:14.14",0,0,"0.00","20-29",297,""
"2380",1141,10.66,"2020-04-23 10:12:14.14",0.18,2,"0.83","30-39",296,""
"2381",1418,13.25,"2020-04-23 10:12:14.14",0.21,3,"1.25","40-49",295,""
"2382",1952,18.24,"2020-04-23 10:12:14.14",0.77,15,"6.25","50-59",294,""
"2383",1344,12.56,"2020-04-23 10:12:14.14",2.6,35,"14.58","60-69",293,""
"2384",708,6.62,"2020-04-23 10:12:14.14",10.03,71,"29.58","70-79",292,""
"2385",484,4.52,"2020-04-23 10:12:14.14",23.55,114,"47.50","80 이상",291,""
"2386",6384,59.65,"2020-04-23 10:12:14.14",1.77,113,"47.08","여성",290,""
"2387",4318,40.35,"2020-04-23 10:12:14.14",2.94,127,"52.92","남성",289,""
"2388",138,1.29,"2020-04-22 10:21:54.54",0,0,"0.00","0-9",277,""
"2389",583,5.45,"2020-04-22 10:21:54.54",0,0,"0.00","10-19",276,""
"2390",2931,27.41,"2020-04-22 10:21:54.54",0,0,"0.00","20-29",275,""
"2391",1140,10.66,"2020-04-22 10:21:54.54",0.18,2,"0.84","30-39",274,""
"2392",1417,13.25,"2020-04-22 10:21:54.54",0.21,3,"1.26","40-49",273,""
"2393",1951,18.24,"2020-04-22 10:21:54.54",0.77,15,"6.30","50-59",272,""
"2394",1344,12.57,"2020-04-22 10:21:54.54",2.53,34,"14.29","60-69",271,""
"2395",707,6.61,"2020-04-22 10:21:54.54",10.04,71,"29.83","70-79",270,""
"2396",483,4.52,"2020-04-22 10:21:54.54",23.4,113,"47.48","80 이상",269,""
"2397",6380,59.66,"2020-04-22 10:21:54.54",1.76,112,"47.06","여성",268,""
"2398",4314,40.34,"2020-04-22 10:21:54.54",2.92,126,"52.94","남성",267,""
"2399",138,1.29,"2020-04-21 10:16:42.42",0,0,"0.00","0-9",244,""
"2400",582,5.45,"2020-04-21 10:16:42.42",0,0,"0.00","10-19",243,""
"2401",2928,27.41,"2020-04-21 10:16:42.42",0,0,"0.00","20-29",242,""
"2402",1139,10.66,"2020-04-21 10:16:42.42",0.18,2,"0.84","30-39",241,""
"2403",1413,13.23,"2020-04-21 10:16:42.42",0.21,3,"1.27","40-49",240,""
"2404",1951,18.26,"2020-04-21 10:16:42.42",0.77,15,"6.33","50-59",239,""
"2405",1343,12.57,"2020-04-21 10:16:42.42",2.53,34,"14.35","60-69",238,""
"2406",706,6.61,"2020-04-21 10:16:42.42",9.92,70,"29.54","70-79",237,""
"2407",483,4.52,"2020-04-21 10:16:42.42",23.4,113,"47.68","80 이상",236,""
"2408",6375,59.67,"2020-04-21 10:16:42.42",1.76,112,"47.26","여성",235,""
"2409",4308,40.33,"2020-04-21 10:16:42.42",2.9,125,"52.74","남성",234,""
"2410",138,1.29,"2020-04-20 10:28:12.12",0,0,"0.00","0-9",233,""
"2411",581,5.44,"2020-04-20 10:28:12.12",0,0,"0.00","10-19",232,""
"2412",2926,27.41,"2020-04-20 10:28:12.12",0,0,"0.00","20-29",231,""
"2413",1139,10.67,"2020-04-20 10:28:12.12",0.18,2,"0.85","30-39",230,""
"2414",1412,13.23,"2020-04-20 10:28:12.12",0.21,3,"1.27","40-49",229,""
"2415",1948,18.25,"2020-04-20 10:28:12.12",0.77,15,"6.36","50-59",228,""
"2416",1343,12.58,"2020-04-20 10:28:12.12",2.53,34,"14.41","60-69",227,""
"2417",705,6.6,"2020-04-20 10:28:12.12",9.79,69,"29.24","70-79",226,""
"2418",482,4.52,"2020-04-20 10:28:12.12",23.44,113,"47.88","80 이상",225,""
"2419",6372,59.7,"2020-04-20 10:28:12.12",1.74,111,"47.03","여성",224,""
"2420",4302,40.3,"2020-04-20 10:28:12.12",2.91,125,"52.97","남성",223,""
"2421",138,1.29,"2020-04-19 11:07:32.32",0,0,"0.00","0-9",222,""
"2422",578,5.42,"2020-04-19 11:07:32.32",0,0,"0.00","10-19",221,""
"2423",2921,27.4,"2020-04-19 11:07:32.32",0,0,"0.00","20-29",220,""
"2424",1137,10.67,"2020-04-19 11:07:32.32",0.18,2,"0.85","30-39",219,""
"2425",1412,13.24,"2020-04-19 11:07:32.32",0.21,3,"1.28","40-49",218,""
"2426",1945,18.24,"2020-04-19 11:07:32.32",0.77,15,"6.41","50-59",217,""
"2427",1343,12.6,"2020-04-19 11:07:32.32",2.53,34,"14.53","60-69",216,""
"2428",705,6.61,"2020-04-19 11:07:32.32",9.65,68,"29.06","70-79",215,""
"2429",482,4.52,"2020-04-19 11:07:32.32",23.24,112,"47.86","80 이상",214,""
"2430",6364,59.69,"2020-04-19 11:07:32.32",1.73,110,"47.01","여성",213,""
"2431",4297,40.31,"2020-04-19 11:07:32.32",2.89,124,"52.99","남성",212,""
"2432",138,1.3,"2020-04-18 10:45:43.43",0,0,"0.00","0-9",200,""
"2433",576,5.41,"2020-04-18 10:45:43.43",0,0,"0.00","10-19",199,""
"2434",2918,27.39,"2020-04-18 10:45:43.43",0,0,"0.00","20-29",198,""
"2435",1136,10.66,"2020-04-18 10:45:43.43",0.09,1,"0.43","30-39",197,""
"2436",1412,13.25,"2020-04-18 10:45:43.43",0.21,3,"1.29","40-49",196,""
"2437",1944,18.25,"2020-04-18 10:45:43.43",0.77,15,"6.47","50-59",195,""
"2438",1343,12.61,"2020-04-18 10:45:43.43",2.46,33,"14.22","60-69",194,""
"2439",705,6.62,"2020-04-18 10:45:43.43",9.65,68,"29.31","70-79",193,""
"2440",481,4.52,"2020-04-18 10:45:43.43",23.28,112,"48.28","80 이상",192,""
"2441",6360,59.7,"2020-04-18 10:45:43.43",1.7,108,"46.55","여성",191,""
"2442",4293,40.3,"2020-04-18 10:45:43.43",2.89,124,"53.45","남성",190,""
"2443",136,1.28,"2020-04-17 10:35:19.19",0,0,"0.00","0-9",189,""
"2444",576,5.42,"2020-04-17 10:35:19.19",0,0,"0.00","10-19",188,""
"2445",2909,27.35,"2020-04-17 10:35:19.19",0,0,"0.00","20-29",187,""
"2446",1135,10.67,"2020-04-17 10:35:19.19",0.09,1,"0.43","30-39",186,""
"2447",1411,13.27,"2020-04-17 10:35:19.19",0.21,3,"1.30","40-49",185,""
"2448",1942,18.26,"2020-04-17 10:35:19.19",0.72,14,"6.09","50-59",184,""
"2449",1342,12.62,"2020-04-17 10:35:19.19",2.46,33,"14.35","60-69",183,""
"2450",704,6.62,"2020-04-17 10:35:19.19",9.66,68,"29.57","70-79",182,""
"2451",480,4.51,"2020-04-17 10:35:19.19",23.13,111,"48.26","80 이상",181,""
"2452",6349,59.7,"2020-04-17 10:35:19.19",1.7,108,"46.96","여성",180,""
"2453",4286,40.3,"2020-04-17 10:35:19.19",2.85,122,"53.04","남성",179,""
"2454",135,1.27,"2020-04-16 16:10:09.09",0,0,"0.00","0-9",178,""
"2455",572,5.39,"2020-04-16 16:10:09.09",0,0,"0.00","10-19",177,""
"2456",2900,27.32,"2020-04-16 16:10:09.09",0,0,"0.00","20-29",176,""
"2457",1132,10.67,"2020-04-16 16:10:09.09",0.09,1,"0.44","30-39",175,""
"2458",1410,13.29,"2020-04-16 16:10:09.09",0.21,3,"1.31","40-49",174,""
"2459",1940,18.28,"2020-04-16 16:10:09.09",0.72,14,"6.11","50-59",173,""
"2460",1341,12.64,"2020-04-16 16:10:09.09",2.46,33,"14.41","60-69",172,""
"2461",703,6.62,"2020-04-16 16:10:09.09",9.67,68,"29.69","70-79",171,""
"2462",480,4.52,"2020-04-16 16:10:09.09",22.92,110,"48.03","80 이상",170,""
"2463",6341,59.75,"2020-04-16 16:10:09.09",1.69,107,"46.72","여성",169,""
"2464",4272,40.25,"2020-04-16 16:10:09.09",2.86,122,"53.28","남성",168,""
"2465",132,1.25,"2020-04-15 15:44:18.18",0,0,"0.00","0-9",156,""
"2466",569,5.37,"2020-04-15 15:44:18.18",0,0,"0.00","10-19",155,""
"2467",2895,27.33,"2020-04-15 15:44:18.18",0,0,"0.00","20-29",154,""
"2468",1131,10.68,"2020-04-15 15:44:18.18",0.09,1,"0.44","30-39",153,""
"2469",1408,13.29,"2020-04-15 15:44:18.18",0.21,3,"1.33","40-49",152,""
"2470",1937,18.29,"2020-04-15 15:44:18.18",0.72,14,"6.22","50-59",151,""
"2471",1339,12.64,"2020-04-15 15:44:18.18",2.46,33,"14.67","60-69",150,""
"2472",702,6.63,"2020-04-15 15:44:18.18",9.69,68,"30.22","70-79",149,""
"2473",478,4.51,"2020-04-15 15:44:18.18",22.18,106,"47.11","80 이상",148,""
"2474",6325,59.72,"2020-04-15 15:44:18.18",1.69,107,"47.56","여성",147,""
"2475",4266,40.28,"2020-04-15 15:44:18.18",2.77,118,"52.44","남성",146,""
"2476",132,1.25,"2020-04-14 10:24:23.23",0,0,"0.00","0-9",145,""
"2477",565,5.35,"2020-04-14 10:24:23.23",0,0,"0.00","10-19",144,""
"2478",2886,27.32,"2020-04-14 10:24:23.23",0,0,"0.00","20-29",143,""
"2479",1126,10.66,"2020-04-14 10:24:23.23",0.09,1,"0.45","30-39",142,""
"2480",1405,13.3,"2020-04-14 10:24:23.23",0.21,3,"1.35","40-49",141,""
"2481",1935,18.32,"2020-04-14 10:24:23.23",0.72,14,"6.31","50-59",140,""
"2482",1338,12.67,"2020-04-14 10:24:23.23",2.47,33,"14.86","60-69",139,""
"2483",700,6.63,"2020-04-14 10:24:23.23",9.29,65,"29.28","70-79",138,""
"2484",477,4.52,"2020-04-14 10:24:23.23",22.22,106,"47.75","80 이상",137,""
"2485",6308,59.71,"2020-04-14 10:24:23.23",1.68,106,"47.75","여성",136,""
"2486",4256,40.29,"2020-04-14 10:24:23.23",2.73,116,"52.25","남성",135,""
"2487",132,1.25,"2020-04-13 10:22:30.30",0,0,"0.00","0-9",134,""
"2488",562,5.33,"2020-04-13 10:22:30.30",0,0,"0.00","10-19",133,""
"2489",2879,27.32,"2020-04-13 10:22:30.30",0,0,"0.00","20-29",132,""
"2490",1122,10.65,"2020-04-13 10:22:30.30",0.09,1,"0.46","30-39",131,""
"2491",1401,13.3,"2020-04-13 10:22:30.30",0.21,3,"1.38","40-49",130,""
"2492",1932,18.34,"2020-04-13 10:22:30.30",0.72,14,"6.45","50-59",129,""
"2493",1335,12.67,"2020-04-13 10:22:30.30",2.4,32,"14.75","60-69",128,""
"2494",698,6.62,"2020-04-13 10:22:30.30",9.17,64,"29.49","70-79",127,""
"2495",476,4.52,"2020-04-13 10:22:30.30",21.64,103,"47.47","80 이상",126,""
"2496",6294,59.73,"2020-04-13 10:22:30.30",1.62,102,"47.00","여성",125,""
"2497",4243,40.27,"2020-04-13 10:22:30.30",2.71,115,"53.00","남성",124,""
"2498",130,1.24,"2020-04-12 10:22:13.13",0,0,"0.00","0-9",123,""
"2499",561,5.34,"2020-04-12 10:22:13.13",0,0,"0.00","10-19",122,""
"2500",2869,27.29,"2020-04-12 10:22:13.13",0,0,"0.00","20-29",121,""
"2501",1120,10.65,"2020-04-12 10:22:13.13",0.09,1,"0.47","30-39",120,""
"2502",1400,13.32,"2020-04-12 10:22:13.13",0.21,3,"1.40","40-49",119,""
"2503",1930,18.36,"2020-04-12 10:22:13.13",0.73,14,"6.54","50-59",118,""
"2504",1330,12.65,"2020-04-12 10:22:13.13",2.33,31,"14.49","60-69",117,""
"2505",697,6.63,"2020-04-12 10:22:13.13",9.04,63,"29.44","70-79",116,""
"2506",475,4.52,"2020-04-12 10:22:13.13",21.47,102,"47.66","80 이상",115,""
"2507",6283,59.77,"2020-04-12 10:22:13.13",1.61,101,"47.20","여성",114,""
"2508",4229,40.23,"2020-04-12 10:22:13.13",2.67,113,"52.80","남성",113,""
"2509",130,1.24,"2020-04-11 10:29:51.51",0,0,"0.00","0-9",112,""
"2510",558,5.32,"2020-04-11 10:29:51.51",0,0,"0.00","10-19",111,""
"2511",2856,27.25,"2020-04-11 10:29:51.51",0,0,"0.00","20-29",110,""
"2512",1115,10.64,"2020-04-11 10:29:51.51",0.09,1,"0.47","30-39",109,""
"2513",1399,13.35,"2020-04-11 10:29:51.51",0.21,3,"1.42","40-49",108,""
"2514",1926,18.38,"2020-04-11 10:29:51.51",0.73,14,"6.64","50-59",107,""
"2515",1327,12.66,"2020-04-11 10:29:51.51",2.19,29,"13.74","60-69",106,""
"2516",694,6.62,"2020-04-11 10:29:51.51",9.08,63,"29.86","70-79",105,""
"2517",475,4.53,"2020-04-11 10:29:51.51",21.26,101,"47.87","80 이상",104,""
"2518",6265,59.78,"2020-04-11 10:29:51.51",1.6,100,"47.39","여성",103,""
"2519",4215,40.22,"2020-04-11 10:29:51.51",2.63,111,"52.61","남성",102,""
"2520",129,1.23,"2020-04-10 10:17:34.34",0,0,"0.00","0-9",101,""
"2521",553,5.29,"2020-04-10 10:17:34.34",0,0,"0.00","10-19",100,""
"2522",2851,27.28,"2020-04-10 10:17:34.34",0,0,"0.00","20-29",99,""
"2523",1113,10.65,"2020-04-10 10:17:34.34",0.09,1,"0.48","30-39",98,""
"2524",1396,13.36,"2020-04-10 10:17:34.34",0.21,3,"1.44","40-49",97,""
"2525",1920,18.37,"2020-04-10 10:17:34.34",0.68,13,"6.25","50-59",96,""
"2526",1320,12.63,"2020-04-10 10:17:34.34",2.12,28,"13.46","60-69",95,""
"2527",694,6.64,"2020-04-10 10:17:34.34",8.93,62,"29.81","70-79",94,""
"2528",474,4.54,"2020-04-10 10:17:34.34",21.31,101,"48.56","80 이상",93,""
"2529",6250,59.81,"2020-04-10 10:17:34.34",1.58,99,"47.60","여성",92,""
"2530",4200,40.19,"2020-04-10 10:17:34.34",2.6,109,"52.40","남성",91,""
"2531",128,1.23,"2020-04-09 10:23:55.55",0,0,"0.00","0-9",90,""
"2532",552,5.3,"2020-04-09 10:23:55.55",0,0,"0.00","10-19",89,""
"2533",2844,27.29,"2020-04-09 10:23:55.55",0,0,"0.00","20-29",88,""
"2534",1109,10.64,"2020-04-09 10:23:55.55",0.09,1,"0.49","30-39",87,""
"2535",1394,13.37,"2020-04-09 10:23:55.55",0.22,3,"1.47","40-49",86,""
"2536",1917,18.39,"2020-04-09 10:23:55.55",0.68,13,"6.37","50-59",85,""
"2537",1314,12.61,"2020-04-09 10:23:55.55",2.05,27,"13.24","60-69",84,""
"2538",692,6.64,"2020-04-09 10:23:55.55",8.67,60,"29.41","70-79",83,""
"2539",473,4.54,"2020-04-09 10:23:55.55",21.14,100,"49.02","80 이상",82,""
"2540",6238,59.85,"2020-04-09 10:23:55.55",1.55,97,"47.55","여성",81,""
"2541",4185,40.15,"2020-04-09 10:23:55.55",2.56,107,"52.45","남성",80,""
"2542",126,1.21,"2020-04-08 11:34:40.40",0,0,"0.00","0-9",79,""
"2543",548,5.28,"2020-04-08 11:34:40.40",0,0,"0.00","10-19",78,""
"2544",2832,27.27,"2020-04-08 11:34:40.40",0,0,"0.00","20-29",77,""
"2545",1102,10.61,"2020-04-08 11:34:40.40",0.09,1,"0.50","30-39",76,""
"2546",1387,13.36,"2020-04-08 11:34:40.40",0.22,3,"1.50","40-49",75,""
"2547",1915,18.44,"2020-04-08 11:34:40.40",0.68,13,"6.50","50-59",74,""
"2548",1312,12.63,"2020-04-08 11:34:40.40",2.06,27,"13.50","60-69",73,""
"2549",692,6.66,"2020-04-08 11:34:40.40",8.67,60,"30.00","70-79",72,""
"2550",470,4.53,"2020-04-08 11:34:40.40",20.43,96,"48.00","80 이상",71,""
"2551",6221,59.91,"2020-04-08 11:34:40.40",1.51,94,"47.00","여성",70,""
"2552",4163,40.09,"2020-04-08 11:34:40.40",2.55,106,"53.00","남성",69,""
"2553",1,1,"2020-04-07 20:10:50.50",1,1,"1","0-11",23,""
"2554",126,1.22,"2020-04-07 19:32:08.08",0,0,"0","0-9",22,""
"2555",544,5.27,"2020-04-07 19:32:08.08",0,0,"0","10-19",21,""
"2556",2819,27.29,"2020-04-07 19:32:08.08",0,0,"0","20-29",20,""
"2557",1092,10.57,"2020-04-07 19:32:08.08",0.09,1,"0.52","30-39",19,""
"2558",1382,13.38,"2020-04-07 19:32:08.08",0.14,2,"1.04","40-49",18,""
"2559",1909,18.48,"2020-04-07 19:32:08.08",0.68,13,"6.77","50-59",17,""
