일련번호,지역,업력,대출년도,대출월,대출금액(백만원),업종
695,경남,7년미만,2020,03,50,기타
696,경남,10년미만,2020,03,200,기타
697,경남,1년미만,2020,03,200,기타
698,경남,3년미만,2020,03,50,기타
699,경남,3년미만,2020,03,250,기타
700,경남,10년미만,2020,03,300,기타
701,경북,7년미만,2020,03,50,식료
702,경북,5년미만,2020,03,200,식료
703,경북,20년이상,2020,03,200,금속
704,경북,3년미만,2020,03,200,금속
705,경북,10년미만,2020,03,200,금속
706,경북,20년미만,2020,03,300,화공
707,경북,15년미만,2020,03,500,화공
708,경북,3년미만,2020,03,200,화공
709,경북,7년미만,2020,03,100,화공
710,경북,20년미만,2020,03,200,화공
711,경북,3년미만,2020,03,50,화공
712,경북,10년미만,2020,03,700,화공
713,경북,5년미만,2020,03,200,화공
714,경북,20년이상,2020,03,150,잡화
715,경북,10년미만,2020,03,500,잡화
716,경북,20년미만,2020,03,200,금속
717,경북,3년미만,2020,03,50,금속
718,경북,15년미만,2020,03,200,금속
719,경북,20년미만,2020,03,50,금속
720,경북,15년미만,2020,03,100,금속
721,경북,20년이상,2020,03,200,금속
722,경북,20년이상,2020,03,1000,금속
723,경북,3년미만,2020,03,100,화공
724,경북,15년미만,2020,03,120,잡화
725,경북,15년미만,2020,03,500,금속
726,경북,3년미만,2020,03,150,금속
727,경북,15년미만,2020,03,300,금속
728,경북,20년미만,2020,03,150,금속
729,경북,20년미만,2020,03,200,금속
730,경북,7년미만,2020,03,100,전기
731,경북,7년미만,2020,03,50,전기
732,경북,15년미만,2020,03,200,금속
733,경북,15년미만,2020,03,1000,전자
734,경북,20년미만,2020,03,1000,전자
735,경북,20년이상,2020,03,1000,전자
736,경북,5년미만,2020,03,50,전자
737,경북,15년미만,2020,03,50,금속
738,경북,15년미만,2020,03,700,전기
739,경북,10년미만,2020,03,100,전기
740,경북,20년미만,2020,03,1000,전기
741,경북,10년미만,2020,03,300,전기
742,경북,15년미만,2020,03,1000,기계
743,경북,20년미만,2020,03,100,전자
744,경북,15년미만,2020,03,50,기계
745,경북,15년미만,2020,03,300,유통
746,경북,20년미만,2020,03,300,유통
747,경북,10년미만,2020,03,200,기타
748,경북,7년미만,2020,03,500,기타
749,경북,1년미만,2020,03,200,기타
750,경북,20년미만,2020,03,200,기타
751,경북,20년이상,2020,03,70,기타
752,경북,10년미만,2020,03,100,유통
753,경북,7년미만,2020,03,500,기계
754,경북,20년이상,2020,03,300,기계
755,경북,20년미만,2020,03,300,기계
756,경북,20년이상,2020,03,500,기계
757,경북,5년미만,2020,03,100,기계
758,경북,20년이상,2020,03,200,기계
759,경북,3년미만,2020,03,200,기타
760,경북,5년미만,2020,03,100,정보
761,경북,20년이상,2020,03,150,기계
762,경북,20년이상,2020,03,100,기계
763,경북,20년미만,2020,03,500,기계
764,경북,15년미만,2020,03,200,기타
765,경북,7년미만,2020,03,300,식료
766,경북,7년미만,2020,03,300,기계
767,경북,7년미만,2020,03,700,기계
768,경북,15년미만,2020,03,200,기계
769,경북,20년미만,2020,03,300,기계
770,경북,15년미만,2020,03,300,기계
771,경북,15년미만,2020,03,200,기계
772,경북,20년이상,2020,03,300,기계
773,경북,20년이상,2020,03,1000,기계
774,경북,5년미만,2020,03,150,기계
775,경북,20년미만,2020,03,300,기계
776,경북,15년미만,2020,03,500,기계
777,경북,20년이상,2020,03,200,기계
778,경북,10년미만,2020,03,200,기계
779,경북,10년미만,2020,03,300,기계
780,경북,3년미만,2020,03,150,잡화
781,경북,20년미만,2020,03,250,기계
782,경북,15년미만,2020,03,300,기계
783,경북,10년미만,2020,03,150,기계
784,경북,20년미만,2020,03,1000,기계
785,경북,10년미만,2020,03,500,기계
786,경북,3년미만,2020,03,50,기계
787,경북,15년미만,2020,03,150,기계
788,경북,15년미만,2020,03,300,기계
789,경북,20년이상,2020,03,200,기계
790,경북,5년미만,2020,03,300,식료
791,경북,10년미만,2020,03,100,섬유
792,경북,20년이상,2020,03,1000,섬유
793,경북,20년미만,2020,03,300,섬유
794,경북,20년미만,2020,03,200,섬유
795,경북,5년미만,2020,03,200,식료
796,경북,20년미만,2020,03,200,식료
797,경북,10년미만,2020,03,20,식료
798,경북,1년미만,2020,03,200,식료
799,경북,10년미만,2020,03,100,식료
800,경북,15년미만,2020,03,130,식료
801,경북,7년미만,2020,03,70,식료
802,경북,20년미만,2020,03,700,잡화
803,경북,20년미만,2020,03,200,기타
804,경북,7년미만,2020,03,70,기타
805,경북,20년미만,2020,03,100,기타
806,경북,10년미만,2020,03,150,화공
807,경북,3년미만,2020,03,150,화공
808,경북,7년미만,2020,03,50,화공
809,경북,7년미만,2020,03,100,화공
810,경북,15년미만,2020,03,100,화공
811,경북,7년미만,2020,03,100,섬유
812,경북,5년미만,2020,03,500,섬유
813,경북,10년미만,2020,03,100,잡화
814,광주,20년미만,2020,03,200,기타
815,광주,20년이상,2020,03,100,기타
816,광주,1년미만,2020,03,300,기타
817,광주,5년미만,2020,03,200,기타
818,광주,10년미만,2020,03,30,기타
819,광주,3년미만,2020,03,100,기타
820,광주,3년미만,2020,03,500,기타
821,광주,5년미만,2020,03,700,기타
822,광주,3년미만,2020,03,30,기타
823,광주,20년미만,2020,03,100,유통
824,광주,20년미만,2020,03,150,유통
825,광주,20년미만,2020,03,250,기계
826,광주,3년미만,2020,03,100,유통
827,광주,15년미만,2020,03,100,전기
828,광주,20년미만,2020,03,500,전자
829,광주,20년이상,2020,03,100,금속
830,광주,20년이상,2020,03,300,금속
831,광주,20년미만,2020,03,100,잡화
832,광주,10년미만,2020,03,100,화공
833,광주,10년미만,2020,03,100,화공
834,광주,10년미만,2020,03,100,섬유
835,광주,7년미만,2020,03,100,식료
836,광주,5년미만,2020,03,200,식료
837,광주,5년미만,2020,03,200,기타
838,광주,20년이상,2020,03,100,기계
839,광주,3년미만,2020,03,150,기계
840,광주,20년이상,2020,03,1000,기계
841,광주,10년미만,2020,03,150,잡화
842,광주,20년이상,2020,03,200,기계
843,광주,10년미만,2020,03,150,기계
844,광주,1년미만,2020,03,70,정보
845,광주,3년미만,2020,03,100,기타
846,광주,5년미만,2020,03,200,기타
847,광주,7년미만,2020,03,60,기타
848,광주,20년이상,2020,03,50,기타
849,광주,20년이상,2020,03,100,기타
850,광주,10년미만,2020,03,100,기타
851,광주,1년미만,2020,03,100,기타
852,대구,20년미만,2020,03,100,섬유
853,대구,15년미만,2020,03,500,섬유
854,대구,7년미만,2020,03,100,섬유
855,대구,20년이상,2020,03,250,섬유
856,대구,20년미만,2020,03,100,섬유
857,대구,20년이상,2020,03,200,섬유
858,대구,15년미만,2020,03,100,식료
859,대구,20년이상,2020,03,600,식료
860,대구,15년미만,2020,03,300,식료
861,대구,10년미만,2020,03,50,식료
862,대구,10년미만,2020,03,300,섬유
863,대구,20년미만,2020,03,400,섬유
864,대구,7년미만,2020,03,100,식료
865,대구,10년미만,2020,03,150,식료
866,대구,10년미만,2020,03,200,잡화
867,대구,7년미만,2020,03,100,기계
868,대구,5년미만,2020,03,100,기계
869,대구,3년미만,2020,03,250,기계
870,대구,3년미만,2020,03,50,기계
871,대구,20년이상,2020,03,300,기계
872,대구,20년이상,2020,03,600,기계
873,대구,7년미만,2020,03,300,정보
874,대구,1년미만,2020,03,400,정보
875,대구,3년미만,2020,03,300,정보
876,대구,5년미만,2020,03,50,정보
877,대구,5년미만,2020,03,100,정보
878,대구,20년이상,2020,03,200,기계
879,대구,7년미만,2020,03,300,기타
880,대구,10년미만,2020,03,200,유통
881,대구,20년이상,2020,03,1000,기타
882,대구,20년미만,2020,03,500,기타
883,대구,7년미만,2020,03,120,기타
884,대구,5년미만,2020,03,200,기타
885,대구,10년미만,2020,03,50,기타
886,대구,5년미만,2020,03,300,기타
887,대구,3년미만,2020,03,900,기타
888,대구,7년미만,2020,03,200,기타
889,대구,20년이상,2020,03,300,기타
890,대구,10년미만,2020,03,200,기타
891,대구,10년미만,2020,03,100,기타
892,대구,20년이상,2020,03,70,기타
893,대구,10년미만,2020,03,100,기타
894,대구,7년미만,2020,03,300,유통
895,대구,15년미만,2020,03,150,유통
896,대구,20년이상,2020,03,300,기계
897,대구,1년미만,2020,03,50,유통
898,대구,15년미만,2020,03,1000,전기
899,대구,3년미만,2020,03,50,전기
900,대구,20년미만,2020,03,300,기계
901,대구,15년미만,2020,03,200,기계
902,대구,15년미만,2020,03,100,전자
903,대구,15년미만,2020,03,150,전자
904,대구,15년미만,2020,03,300,전자
905,대구,7년미만,2020,03,200,전자
906,대구,10년미만,2020,03,100,전기
907,대구,20년이상,2020,03,500,전자
908,대구,20년미만,2020,03,500,금속
909,대구,15년미만,2020,03,200,금속
910,대구,7년미만,2020,03,50,금속
911,대구,7년미만,2020,03,200,금속
912,대구,10년미만,2020,03,100,금속
913,대구,3년미만,2020,03,100,금속
914,대구,10년미만,2020,03,200,금속
915,대구,7년미만,2020,03,90,화공
916,대구,15년미만,2020,03,60,화공
917,대전,20년이상,2020,03,200,섬유
918,대전,7년미만,2020,03,10,화공
919,대전,10년미만,2020,03,30,식료
920,대전,7년미만,2020,03,30,식료
921,대전,20년미만,2020,03,250,식료
922,대전,7년미만,2020,03,250,기계
923,대전,10년미만,2020,03,100,유통
924,대전,15년미만,2020,03,300,유통
925,대전,3년미만,2020,03,50,유통
926,대전,15년미만,2020,03,200,유통
927,대전,20년미만,2020,03,100,기타
928,대전,15년미만,2020,03,50,기타
929,대전,15년미만,2020,03,100,기타
930,대전,3년미만,2020,03,100,기타
931,대전,20년미만,2020,03,200,기타
932,대전,15년미만,2020,03,150,기타
933,대전,5년미만,2020,03,30,기타
934,대전,5년미만,2020,03,500,기타
935,대전,3년미만,2020,03,1000,기타
936,대전,3년미만,2020,03,500,기타
937,대전,10년미만,2020,03,100,기타
938,대전,3년미만,2020,03,50,기타
939,대전,10년미만,2020,03,200,유통
940,대전,1년미만,2020,03,20,유통
941,대전,20년미만,2020,03,300,유통
942,대전,7년미만,2020,03,50,유통
943,대전,15년미만,2020,03,30,유통
944,대전,3년미만,2020,03,50,기계
945,대전,15년미만,2020,03,100,전기
946,대전,7년미만,2020,03,50,전자
947,대전,15년미만,2020,03,50,전자
948,대전,10년미만,2020,03,150,전자
949,대전,10년미만,2020,03,100,전자
950,대전,7년미만,2020,03,30,전자
951,대전,7년미만,2020,03,300,전기
952,대전,7년미만,2020,03,200,전자
953,대전,20년미만,2020,03,300,전자
954,대전,3년미만,2020,03,20,금속
955,대전,7년미만,2020,03,50,화공
956,대전,7년미만,2020,03,200,화공
957,대전,20년이상,2020,03,200,식료
958,부산,20년이상,2020,03,300,기계
959,부산,15년미만,2020,03,150,정보
960,부산,20년이상,2020,03,200,기타
961,부산,20년미만,2020,03,150,기타
962,부산,15년미만,2020,03,150,기타
963,부산,5년미만,2020,03,120,기타
964,부산,15년미만,2020,03,100,기타
965,부산,15년미만,2020,03,180,기타
966,부산,15년미만,2020,03,100,기타
967,부산,15년미만,2020,03,150,기타
968,부산,15년미만,2020,03,100,기타
969,부산,7년미만,2020,03,100,유통
970,부산,10년미만,2020,03,100,기타
971,부산,5년미만,2020,03,150,기타
972,부산,20년이상,2020,03,300,기타
973,부산,10년미만,2020,03,100,기타
974,부산,15년미만,2020,03,200,유통
975,부산,15년미만,2020,03,300,유통
976,부산,20년이상,2020,03,200,유통
977,부산,10년미만,2020,03,200,유통
978,부산,15년미만,2020,03,100,기타
979,부산,10년미만,2020,03,50,기타
980,부산,7년미만,2020,03,300,기타
981,부산,5년미만,2020,03,150,기타
982,부산,3년미만,2020,03,200,기타
983,부산,15년미만,2020,03,150,기타
984,부산,7년미만,2020,03,200,기타
985,부산,10년미만,2020,03,300,기타
986,부산,10년미만,2020,03,400,기타
987,부산,5년미만,2020,03,300,기타
988,부산,3년미만,2020,03,500,기타
989,부산,7년미만,2020,03,300,기타
990,부산,7년미만,2020,03,100,기타
991,부산,15년미만,2020,03,100,기타
992,부산,20년미만,2020,03,100,유통
993,부산,3년미만,2020,03,50,유통
994,부산,15년미만,2020,03,300,유통
995,부산,7년미만,2020,03,100,유통
996,부산,15년미만,2020,03,150,유통
997,부산,10년미만,2020,03,200,유통
998,부산,10년미만,2020,03,100,유통
999,부산,15년미만,2020,03,200,유통
1000,부산,10년미만,2020,03,200,유통
1001,부산,20년미만,2020,03,200,유통
1002,부산,3년미만,2020,03,150,기계
1003,부산,5년미만,2020,03,100,기계
1004,부산,7년미만,2020,03,200,기계
1005,부산,20년미만,2020,03,100,기계
1006,부산,20년미만,2020,03,200,유통
1007,부산,10년미만,2020,03,50,유통
1008,부산,5년미만,2020,03,200,유통
1009,부산,7년미만,2020,03,200,유통
1010,부산,10년미만,2020,03,100,유통
1011,부산,15년미만,2020,03,100,유통
1012,부산,20년이상,2020,03,200,전기
1013,부산,15년미만,2020,03,100,기계
1014,부산,10년미만,2020,03,100,기계
1015,부산,20년이상,2020,03,500,전기
1016,부산,15년미만,2020,03,150,전기
1017,부산,20년이상,2020,03,200,금속
1018,부산,10년미만,2020,03,100,전자
1019,부산,20년미만,2020,03,100,금속
1020,부산,15년미만,2020,03,150,금속
1021,부산,10년미만,2020,03,100,금속
1022,부산,10년미만,2020,03,150,금속
1023,부산,10년미만,2020,03,200,화공
1024,부산,3년미만,2020,03,100,화공
1025,부산,15년미만,2020,03,100,화공
1026,부산,5년미만,2020,03,100,섬유
1027,부산,20년미만,2020,03,150,섬유
1028,부산,5년미만,2020,03,100,섬유
1029,부산,20년미만,2020,03,300,섬유
1030,부산,7년미만,2020,03,120,식료
1031,부산,20년미만,2020,03,100,식료
1032,부산,7년미만,2020,03,100,식료
1033,부산,5년미만,2020,03,150,식료
1034,부산,1년미만,2020,03,100,식료
1035,부산,7년미만,2020,03,50,잡화
1036,부산,10년미만,2020,03,300,잡화
1037,부산,5년미만,2020,03,150,식료
1038,부산,5년미만,2020,03,500,기계
1039,부산,20년이상,2020,03,150,기계
1040,부산,20년이상,2020,03,100,기계
1041,부산,20년이상,2020,03,500,기계
1042,서울,7년미만,2020,03,200,기타
1043,서울,15년미만,2020,03,150,기타
1044,서울,15년미만,2020,03,300,기타
1045,서울,3년미만,2020,03,100,기타
1046,서울,3년미만,2020,03,100,기타
1047,서울,15년미만,2020,03,100,기타
1048,서울,7년미만,2020,03,200,기타
1049,서울,3년미만,2020,03,150,기타
1050,서울,15년미만,2020,03,100,기타
1051,서울,10년미만,2020,03,200,기타
1052,서울,10년미만,2020,03,500,기타
1053,서울,20년이상,2020,03,500,기타
1054,서울,7년미만,2020,03,300,기타
1055,서울,10년미만,2020,03,300,기타
1056,서울,5년미만,2020,03,500,기타
1057,서울,10년미만,2020,03,500,기타
1058,서울,20년미만,2020,03,300,기타
1059,서울,7년미만,2020,03,200,기타
1060,서울,7년미만,2020,03,300,기타
1061,서울,20년미만,2020,03,100,기타
1062,서울,3년미만,2020,03,50,기타
1063,서울,3년미만,2020,03,100,기타
1064,서울,15년미만,2020,03,100,기타
1065,서울,15년미만,2020,03,100,기타
1066,서울,10년미만,2020,03,150,기타
1067,서울,10년미만,2020,03,100,기타
1068,서울,10년미만,2020,03,100,기타
1069,서울,7년미만,2020,03,80,기타
1070,서울,7년미만,2020,03,200,기타
1071,서울,15년미만,2020,03,150,기타
1072,서울,20년미만,2020,03,100,기타
1073,서울,20년미만,2020,03,100,기타
1074,서울,7년미만,2020,03,100,기타
1075,서울,20년이상,2020,03,1000,기타
1076,서울,20년미만,2020,03,500,기타
1077,서울,20년미만,2020,03,100,기타
1078,서울,7년미만,2020,03,200,기타
1079,서울,20년이상,2020,03,100,기타
1080,서울,10년미만,2020,03,50,기타
1081,서울,20년이상,2020,03,300,기타
1082,서울,15년미만,2020,03,50,기타
1083,서울,15년미만,2020,03,300,기타
1084,서울,20년미만,2020,03,200,기타
1085,서울,7년미만,2020,03,50,기타
1086,서울,20년미만,2020,03,300,기타
1087,서울,3년미만,2020,03,100,기타
1088,서울,5년미만,2020,03,100,기타
1089,서울,5년미만,2020,03,100,기타
1090,서울,1년미만,2020,03,80,기타
1091,서울,20년미만,2020,03,100,기타
1092,서울,10년미만,2020,03,100,기타
1093,서울,7년미만,2020,03,30,기타
1094,서울,5년미만,2020,03,200,기타
1095,서울,3년미만,2020,03,30,기타
1096,서울,7년미만,2020,03,300,기타
1097,서울,10년미만,2020,03,150,기타
1098,서울,3년미만,2020,03,100,기타
1099,서울,3년미만,2020,03,100,기타
1100,서울,10년미만,2020,03,150,기타
1101,서울,20년미만,2020,03,150,기타
1102,서울,20년미만,2020,03,150,기타
1103,서울,15년미만,2020,03,150,기타
1104,서울,5년미만,2020,03,150,기타
1105,서울,20년미만,2020,03,300,기타
1106,서울,7년미만,2020,03,150,기타
1107,서울,10년미만,2020,03,500,기타
1108,서울,5년미만,2020,03,150,기타
1109,서울,5년미만,2020,03,100,기타
1110,서울,15년미만,2020,03,200,기타
1111,서울,3년미만,2020,03,100,기타
1112,서울,15년미만,2020,03,70,기타
1113,서울,5년미만,2020,03,100,기타
1114,서울,15년미만,2020,03,80,유통
1115,서울,15년미만,2020,03,100,유통
1116,서울,15년미만,2020,03,300,유통
1117,서울,5년미만,2020,03,1000,유통
1118,서울,10년미만,2020,03,150,유통
1119,서울,20년미만,2020,03,200,유통
1120,서울,3년미만,2020,03,150,유통
1121,서울,20년이상,2020,03,100,유통
1122,서울,10년미만,2020,03,250,유통
1123,서울,7년미만,2020,03,50,유통
1124,서울,15년미만,2020,03,100,유통
1125,서울,15년미만,2020,03,500,유통
1126,서울,15년미만,2020,03,150,유통
1127,서울,10년미만,2020,03,300,유통
1128,서울,20년미만,2020,03,150,유통
1129,서울,20년미만,2020,03,100,유통
1130,서울,7년미만,2020,03,300,유통
1131,서울,5년미만,2020,03,100,유통
1132,서울,3년미만,2020,03,200,유통
1133,서울,15년미만,2020,03,150,유통
1134,서울,15년미만,2020,03,150,유통
1135,서울,10년미만,2020,03,200,기타
1136,서울,15년미만,2020,03,150,기타
1137,서울,20년미만,2020,03,300,유통
1138,서울,10년미만,2020,03,70,유통
1139,서울,5년미만,2020,03,200,유통
1140,서울,5년미만,2020,03,100,유통
1141,서울,10년미만,2020,03,150,유통
1142,서울,5년미만,2020,03,100,유통
1143,서울,15년미만,2020,03,150,유통
1144,서울,3년미만,2020,03,100,유통
1145,서울,15년미만,2020,03,700,유통
1146,서울,20년이상,2020,03,300,유통
1147,서울,3년미만,2020,03,200,유통
1148,서울,10년미만,2020,03,200,유통
1149,서울,10년미만,2020,03,150,유통
1150,서울,3년미만,2020,03,50,유통
1151,서울,7년미만,2020,03,300,유통
1152,서울,5년미만,2020,03,200,유통
1153,서울,20년미만,2020,03,100,유통
1154,서울,20년미만,2020,03,500,유통
1155,서울,15년미만,2020,03,500,유통
1156,서울,20년이상,2020,03,200,유통
1157,서울,7년미만,2020,03,150,유통
1158,서울,7년미만,2020,03,80,유통
1159,서울,7년미만,2020,03,200,기계
1160,서울,20년미만,2020,03,300,기계
1161,서울,10년미만,2020,03,300,기계
1162,서울,20년미만,2020,03,200,기계
1163,서울,10년미만,2020,03,100,유통
1164,서울,7년미만,2020,03,200,유통
1165,서울,20년이상,2020,03,300,유통
1166,서울,5년미만,2020,03,100,유통
1167,서울,10년미만,2020,03,200,유통
1168,서울,20년미만,2020,03,150,유통
1169,서울,3년미만,2020,03,200,유통
1170,서울,10년미만,2020,03,30,전기
1171,서울,15년미만,2020,03,100,전기
1172,서울,20년미만,2020,03,500,기계
1173,서울,10년미만,2020,03,100,전자
1174,서울,3년미만,2020,03,50,전자
1175,서울,20년미만,2020,03,500,전자
1176,서울,20년이상,2020,03,200,전자
1177,서울,3년미만,2020,03,50,전자
1178,서울,10년미만,2020,03,200,전기
1179,서울,5년미만,2020,03,100,전자
1180,서울,3년미만,2020,03,200,전자
1181,서울,15년미만,2020,03,500,전자
1182,서울,3년미만,2020,03,50,전자
1183,서울,10년미만,2020,03,300,전자
1184,서울,1년미만,2020,03,300,전자
1185,서울,10년미만,2020,03,500,전자
1186,서울,3년미만,2020,03,30,금속
1187,서울,5년미만,2020,03,150,잡화
1188,서울,20년미만,2020,03,200,잡화
1189,서울,5년미만,2020,03,150,화공
1190,서울,15년미만,2020,03,100,화공
1191,서울,10년미만,2020,03,70,잡화
1192,서울,20년미만,2020,03,100,잡화
1193,서울,5년미만,2020,03,100,잡화
1194,서울,7년미만,2020,03,150,잡화
1195,서울,20년미만,2020,03,200,화공
1196,서울,7년미만,2020,03,100,화공
1197,서울,15년미만,2020,03,30,섬유
1198,서울,10년미만,2020,03,300,섬유
1199,서울,7년미만,2020,03,200,섬유
1200,서울,3년미만,2020,03,100,섬유
1201,서울,20년미만,2020,03,150,섬유
1202,서울,20년미만,2020,03,200,섬유
1203,서울,7년미만,2020,03,200,섬유
1204,서울,20년이상,2020,03,300,섬유
1205,서울,15년미만,2020,03,300,섬유
1206,서울,5년미만,2020,03,30,섬유
1207,서울,7년미만,2020,03,100,섬유
1208,서울,7년미만,2020,03,150,섬유
1209,서울,5년미만,2020,03,50,섬유
1210,서울,15년미만,2020,03,100,섬유
1211,서울,7년미만,2020,03,150,섬유
1212,서울,10년미만,2020,03,150,섬유
1213,서울,15년미만,2020,03,150,섬유
1214,서울,10년미만,2020,03,300,섬유
1215,서울,10년미만,2020,03,200,섬유
1216,서울,10년미만,2020,03,1000,섬유
1217,서울,15년미만,2020,03,100,섬유
1218,서울,15년미만,2020,03,200,섬유
1219,서울,10년미만,2020,03,100,식료
1220,서울,15년미만,2020,03,500,식료
1221,서울,10년미만,2020,03,200,섬유
1222,서울,10년미만,2020,03,100,섬유
1223,서울,5년미만,2020,03,100,섬유
1224,서울,1년미만,2020,03,50,섬유
1225,서울,10년미만,2020,03,150,식료
1226,서울,7년미만,2020,03,150,식료
1227,서울,5년미만,2020,03,200,식료
1228,서울,20년이상,2020,03,500,잡화
1229,서울,3년미만,2020,03,50,잡화
1230,서울,10년미만,2020,03,150,잡화
1231,서울,20년이상,2020,03,100,잡화
1232,서울,5년미만,2020,03,100,잡화
1233,서울,20년이상,2020,03,200,잡화
1234,서울,7년미만,2020,03,100,잡화
1235,서울,10년미만,2020,03,200,잡화
1236,서울,20년미만,2020,03,100,기타
1237,서울,10년미만,2020,03,200,기타
1238,서울,5년미만,2020,03,150,기타
1239,서울,3년미만,2020,03,500,기타
1240,서울,10년미만,2020,03,150,정보
1241,서울,7년미만,2020,03,150,정보
1242,서울,5년미만,2020,03,150,정보
1243,서울,15년미만,2020,03,150,정보
1244,서울,7년미만,2020,03,50,정보
1245,서울,15년미만,2020,03,200,정보
1246,서울,15년미만,2020,03,100,정보
1247,서울,10년미만,2020,03,100,정보
1248,서울,7년미만,2020,03,200,정보
1249,서울,3년미만,2020,03,30,정보
1250,서울,7년미만,2020,03,1000,정보
1251,서울,15년미만,2020,03,700,정보
1252,서울,5년미만,2020,03,100,정보
1253,서울,10년미만,2020,03,100,정보
1254,서울,3년미만,2020,03,50,정보
1255,서울,10년미만,2020,03,200,정보
1256,서울,20년이상,2020,03,300,기계
1257,서울,7년미만,2020,03,200,기타
1258,서울,5년미만,2020,03,100,기타
1259,서울,15년미만,2020,03,200,기타
1260,서울,15년미만,2020,03,200,기타
1261,서울,20년미만,2020,03,300,기타
1262,서울,3년미만,2020,03,200,기타
1263,서울,20년미만,2020,03,200,기타
1264,서울,7년미만,2020,03,80,기타
1265,서울,15년미만,2020,03,200,기타
1266,서울,20년이상,2020,03,500,기타
1267,서울,7년미만,2020,03,300,기타
1268,서울,10년미만,2020,03,100,기타
1269,서울,15년미만,2020,03,100,기타
1270,서울,20년미만,2020,03,300,기타
1271,서울,15년미만,2020,03,200,기타
1272,서울,5년미만,2020,03,100,기타
1273,서울,3년미만,2020,03,80,기타
1274,서울,20년이상,2020,03,500,기타
1275,서울,20년이상,2020,03,250,기타
1276,서울,15년미만,2020,03,100,기타
1277,서울,20년미만,2020,03,200,기타
1278,서울,15년미만,2020,03,150,기타
1279,서울,20년미만,2020,03,200,기타
1280,서울,20년미만,2020,03,300,기타
1281,서울,3년미만,2020,03,150,기타
1282,서울,15년미만,2020,03,100,기타
1283,서울,20년미만,2020,03,100,기타
1284,서울,7년미만,2020,03,100,기타
1285,서울,10년미만,2020,03,200,기타
1286,서울,20년미만,2020,03,100,기타
1287,서울,7년미만,2020,03,300,기타
1288,서울,20년이상,2020,03,100,기타
1289,서울,15년미만,2020,03,200,기타
1290,서울,15년미만,2020,03,350,기타
1291,서울,3년미만,2020,03,100,기타
1292,서울,20년미만,2020,03,50,기타
1293,서울,3년미만,2020,03,150,기타
1294,서울,5년미만,2020,03,50,유통
1295,서울,10년미만,2020,03,50,유통
1296,서울,15년미만,2020,03,200,유통
1297,서울,20년이상,2020,03,200,유통
1298,서울,15년미만,2020,03,100,유통
1299,서울,20년미만,2020,03,200,유통
1300,서울,3년미만,2020,03,200,유통
1301,서울,10년미만,2020,03,350,유통
1302,서울,15년미만,2020,03,300,유통
1303,서울,15년미만,2020,03,100,유통
1304,서울,10년미만,2020,03,100,유통
1305,서울,10년미만,2020,03,200,유통
1306,서울,5년미만,2020,03,100,유통
1307,서울,5년미만,2020,03,100,유통
1308,서울,3년미만,2020,03,100,유통
1309,서울,7년미만,2020,03,200,유통
1310,서울,3년미만,2020,03,100,기타
1311,서울,20년이상,2020,03,300,기타
1312,서울,20년이상,2020,03,300,기타
1313,서울,5년미만,2020,03,200,유통
1314,서울,20년이상,2020,03,200,유통
1315,서울,3년미만,2020,03,50,유통
1316,서울,5년미만,2020,03,100,유통
1317,서울,5년미만,2020,03,30,유통
1318,서울,10년미만,2020,03,200,유통
1319,서울,15년미만,2020,03,300,유통
1320,서울,10년미만,2020,03,150,유통
1321,서울,15년미만,2020,03,300,유통
1322,서울,20년미만,2020,03,200,유통
1323,서울,10년미만,2020,03,100,유통
1324,서울,15년미만,2020,03,100,유통
1325,서울,15년미만,2020,03,300,유통
1326,서울,20년이상,2020,03,1000,유통
1327,서울,10년미만,2020,03,500,유통
1328,서울,10년미만,2020,03,500,유통
1329,서울,20년미만,2020,03,150,유통
1330,서울,5년미만,2020,03,100,유통
1331,세종,5년미만,2020,03,100,기타
1332,세종,7년미만,2020,03,100,기타
1333,울산,20년미만,2020,03,50,기타
1334,울산,1년미만,2020,03,100,기타
1335,울산,20년이상,2020,03,300,기타
1336,울산,1년미만,2020,03,50,기타
1337,울산,15년미만,2020,03,200,유통
1338,울산,1년미만,2020,03,200,유통
1339,울산,7년미만,2020,03,80,기계
1340,울산,10년미만,2020,03,150,금속
1341,울산,20년이상,2020,03,300,금속
1342,울산,10년미만,2020,03,200,금속
1343,울산,7년미만,2020,03,100,금속
1344,울산,7년미만,2020,03,150,잡화
1345,울산,10년미만,2020,03,300,화공
1346,울산,10년미만,2020,03,150,화공
1347,울산,3년미만,2020,03,150,화공
1348,울산,15년미만,2020,03,300,화공
1349,울산,20년이상,2020,03,200,화공
1350,울산,7년미만,2020,03,100,화공
1351,울산,20년미만,2020,03,100,화공
1352,울산,5년미만,2020,03,50,화공
1353,울산,20년미만,2020,03,200,잡화
1354,울산,7년미만,2020,03,100,잡화
1355,울산,15년미만,2020,03,200,기타
1356,울산,20년이상,2020,03,300,기계
1357,울산,7년미만,2020,03,200,기계
1358,울산,20년미만,2020,03,300,기계
1359,울산,1년미만,2020,03,100,기계
1360,울산,10년미만,2020,03,250,기계
1361,울산,20년이상,2020,03,300,기계
1362,울산,7년미만,2020,03,100,기계
1363,울산,10년미만,2020,03,200,기계
1364,울산,15년미만,2020,03,100,기계
1365,울산,7년미만,2020,03,400,기계
1366,울산,10년미만,2020,03,100,기계
1367,울산,20년이상,2020,03,200,기타
1368,울산,15년미만,2020,03,150,기타
1369,인천,5년미만,2020,03,100,금속
